,price,quantity,clear_p
0,0.0424378223177,0.00444011773519,0.0416572410368
1,0.0418726577163,0.00714877329882,0.0416572410368
2,0.0413074931149,0.00985742886245,0.0416572410368
3,0.0407423285135,0.0125660844261,0.0416572410368
4,0.040177163912,0.0152747399897,0.0416572410368
5,0.0396119993106,0.0179833955534,0.0416572410368
6,0.0390468347092,0.020692051117,0.0416572410368
7,0.0384816701077,0.0234007066806,0.0416572410368
8,0.0379165055063,0.0261093622442,0.0416572410368
9,0.0373513409049,0.0288180178079,0.0416572410368
10,0.0367861763035,0.0315266733715,0.0416572410368
